id,business_name,category,city,address,phone,rating,reviews_count,website,source,latitude,longitude,business_status,created_at
621,Hospitals Hub Ahmedabad 11,Hospitals,Ahmedabad,"11 Main Street, Ahmedabad",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:06
622,Hospitals Hub Ahmedabad 12,Hospitals,Ahmedabad,"12 Main Street, Ahmedabad",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:06
623,Hospitals Hub Ahmedabad 13,Hospitals,Ahmedabad,"13 Main Street, Ahmedabad",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:06
624,Hospitals Hub Ahmedabad 14,Hospitals,Ahmedabad,"14 Main Street, Ahmedabad",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:06
625,Hospitals Hub Ahmedabad 15,Hospitals,Ahmedabad,"15 Main Street, Ahmedabad",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:06
626,JD Hospitals Ahmedabad 1,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:06
627,JD Hospitals Ahmedabad 2,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:06
628,JD Hospitals Ahmedabad 3,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:06
629,JD Hospitals Ahmedabad 4,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:06
630,JD Hospitals Ahmedabad 5,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:06
631,JD Hospitals Ahmedabad 6,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:06
632,JD Hospitals Ahmedabad 7,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:06
633,JD Hospitals Ahmedabad 8,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:06
634,JD Hospitals Ahmedabad 9,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:06
635,JD Hospitals Ahmedabad 10,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:06
636,JD Hospitals Ahmedabad 11,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:06
637,JD Hospitals Ahmedabad 12,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:06
638,JD Hospitals Ahmedabad 13,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:06
639,JD Hospitals Ahmedabad 14,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:06
640,JD Hospitals Ahmedabad 15,Hospitals,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:06
641,Hotels Hub Ahmedabad 1,Hotels,Ahmedabad,"1 Main Street, Ahmedabad",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:08
642,Hotels Hub Ahmedabad 2,Hotels,Ahmedabad,"2 Main Street, Ahmedabad",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:08
643,Hotels Hub Ahmedabad 3,Hotels,Ahmedabad,"3 Main Street, Ahmedabad",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:08
644,Hotels Hub Ahmedabad 4,Hotels,Ahmedabad,"4 Main Street, Ahmedabad",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:08
645,Hotels Hub Ahmedabad 5,Hotels,Ahmedabad,"5 Main Street, Ahmedabad",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:08
646,Hotels Hub Ahmedabad 6,Hotels,Ahmedabad,"6 Main Street, Ahmedabad",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:08
647,Hotels Hub Ahmedabad 7,Hotels,Ahmedabad,"7 Main Street, Ahmedabad",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:08
648,Hotels Hub Ahmedabad 8,Hotels,Ahmedabad,"8 Main Street, Ahmedabad",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:08
649,Hotels Hub Ahmedabad 9,Hotels,Ahmedabad,"9 Main Street, Ahmedabad",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:08
650,Hotels Hub Ahmedabad 10,Hotels,Ahmedabad,"10 Main Street, Ahmedabad",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:08
651,Hotels Hub Ahmedabad 11,Hotels,Ahmedabad,"11 Main Street, Ahmedabad",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:08
652,Hotels Hub Ahmedabad 12,Hotels,Ahmedabad,"12 Main Street, Ahmedabad",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:08
653,Hotels Hub Ahmedabad 13,Hotels,Ahmedabad,"13 Main Street, Ahmedabad",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:08
654,Hotels Hub Ahmedabad 14,Hotels,Ahmedabad,"14 Main Street, Ahmedabad",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:08
655,Hotels Hub Ahmedabad 15,Hotels,Ahmedabad,"15 Main Street, Ahmedabad",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:08
656,JD Hotels Ahmedabad 1,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:08
657,JD Hotels Ahmedabad 2,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:08
658,JD Hotels Ahmedabad 3,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:08
659,JD Hotels Ahmedabad 4,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:08
660,JD Hotels Ahmedabad 5,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:08
661,JD Hotels Ahmedabad 6,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:08
662,JD Hotels Ahmedabad 7,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:08
663,JD Hotels Ahmedabad 8,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:08
664,JD Hotels Ahmedabad 9,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:08
665,JD Hotels Ahmedabad 10,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:08
666,JD Hotels Ahmedabad 11,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:08
667,JD Hotels Ahmedabad 12,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:08
668,JD Hotels Ahmedabad 13,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:08
669,JD Hotels Ahmedabad 14,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:08
670,JD Hotels Ahmedabad 15,Hotels,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:08
671,SHREE HARI TRAVELS,Hotels,Ahmedabad,"Ahmedabad, 380004",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:31:16
672,Felizviaje Holidays Pvt Ltd,Hotels,Ahmedabad,"Ahmedabad, 380004",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:31:16
673,Travel banjara,Hotels,Ahmedabad,"Ahmedabad, 380004",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:31:16
674,Wish your destination,Hotels,Ahmedabad,"Ahmedabad, 380004",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:31:16
675,The Global Voyage,Hotels,Ahmedabad,"Ahmedabad, 380004",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:31:16
676,Travels Duniyaa,Hotels,Ahmedabad,"Ahmedabad, 380004",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:31:16
677,Hotel Radiant,Hotels,Ahmedabad,"Paldi,                         Ahmedabad, 380007",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:31:16
678,Wings your way,Hotels,Ahmedabad,"Ahmedabad, 380004",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:31:16
679,IRCTC BOOKING SERVICE,Hotels,Ahmedabad,"Paldi,                         Ahmedabad, 380009",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:31:16
680,Hotel Meghdeep,Hotels,Ahmedabad,"Narol,                         Ahmedabad, 382440",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:31:16
681,Salons Hub Ahmedabad 1,Salons,Ahmedabad,"1 Main Street, Ahmedabad",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:16
682,Salons Hub Ahmedabad 2,Salons,Ahmedabad,"2 Main Street, Ahmedabad",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:16
683,Salons Hub Ahmedabad 3,Salons,Ahmedabad,"3 Main Street, Ahmedabad",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:16
684,Salons Hub Ahmedabad 4,Salons,Ahmedabad,"4 Main Street, Ahmedabad",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:16
685,Salons Hub Ahmedabad 5,Salons,Ahmedabad,"5 Main Street, Ahmedabad",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:16
686,Salons Hub Ahmedabad 6,Salons,Ahmedabad,"6 Main Street, Ahmedabad",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:16
687,Salons Hub Ahmedabad 7,Salons,Ahmedabad,"7 Main Street, Ahmedabad",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:16
688,Salons Hub Ahmedabad 8,Salons,Ahmedabad,"8 Main Street, Ahmedabad",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:16
689,Salons Hub Ahmedabad 9,Salons,Ahmedabad,"9 Main Street, Ahmedabad",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:16
690,Salons Hub Ahmedabad 10,Salons,Ahmedabad,"10 Main Street, Ahmedabad",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:16
691,Salons Hub Ahmedabad 11,Salons,Ahmedabad,"11 Main Street, Ahmedabad",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:16
692,Salons Hub Ahmedabad 12,Salons,Ahmedabad,"12 Main Street, Ahmedabad",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:16
693,Salons Hub Ahmedabad 13,Salons,Ahmedabad,"13 Main Street, Ahmedabad",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:16
694,Salons Hub Ahmedabad 14,Salons,Ahmedabad,"14 Main Street, Ahmedabad",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:16
695,Salons Hub Ahmedabad 15,Salons,Ahmedabad,"15 Main Street, Ahmedabad",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:16
696,JD Salons Ahmedabad 1,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:16
697,JD Salons Ahmedabad 2,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:16
698,JD Salons Ahmedabad 3,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:16
699,JD Salons Ahmedabad 4,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:16
700,JD Salons Ahmedabad 5,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:16
701,JD Salons Ahmedabad 6,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:16
702,JD Salons Ahmedabad 7,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:16
703,JD Salons Ahmedabad 8,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:16
704,JD Salons Ahmedabad 9,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:16
705,JD Salons Ahmedabad 10,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:16
706,JD Salons Ahmedabad 11,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:16
707,JD Salons Ahmedabad 12,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:16
708,JD Salons Ahmedabad 13,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:16
709,JD Salons Ahmedabad 14,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:16
710,JD Salons Ahmedabad 15,Salons,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:16
711,Cafes Hub Ahmedabad 1,Cafes,Ahmedabad,"1 Main Street, Ahmedabad",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:18
712,Cafes Hub Ahmedabad 2,Cafes,Ahmedabad,"2 Main Street, Ahmedabad",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:18
713,Cafes Hub Ahmedabad 3,Cafes,Ahmedabad,"3 Main Street, Ahmedabad",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:18
714,Cafes Hub Ahmedabad 4,Cafes,Ahmedabad,"4 Main Street, Ahmedabad",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:18
715,Cafes Hub Ahmedabad 5,Cafes,Ahmedabad,"5 Main Street, Ahmedabad",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:18
716,Cafes Hub Ahmedabad 6,Cafes,Ahmedabad,"6 Main Street, Ahmedabad",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:18
717,Cafes Hub Ahmedabad 7,Cafes,Ahmedabad,"7 Main Street, Ahmedabad",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:18
718,Cafes Hub Ahmedabad 8,Cafes,Ahmedabad,"8 Main Street, Ahmedabad",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:18
719,Cafes Hub Ahmedabad 9,Cafes,Ahmedabad,"9 Main Street, Ahmedabad",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:18
720,Cafes Hub Ahmedabad 10,Cafes,Ahmedabad,"10 Main Street, Ahmedabad",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:18
721,Cafes Hub Ahmedabad 11,Cafes,Ahmedabad,"11 Main Street, Ahmedabad",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:18
722,Cafes Hub Ahmedabad 12,Cafes,Ahmedabad,"12 Main Street, Ahmedabad",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:18
723,Cafes Hub Ahmedabad 13,Cafes,Ahmedabad,"13 Main Street, Ahmedabad",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:18
724,Cafes Hub Ahmedabad 14,Cafes,Ahmedabad,"14 Main Street, Ahmedabad",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:18
725,Cafes Hub Ahmedabad 15,Cafes,Ahmedabad,"15 Main Street, Ahmedabad",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:18
726,JD Cafes Ahmedabad 1,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:18
727,JD Cafes Ahmedabad 2,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:18
728,JD Cafes Ahmedabad 3,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:18
729,JD Cafes Ahmedabad 4,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:18
730,JD Cafes Ahmedabad 5,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:18
731,JD Cafes Ahmedabad 6,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:18
732,JD Cafes Ahmedabad 7,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:18
733,JD Cafes Ahmedabad 8,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:18
734,JD Cafes Ahmedabad 9,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:18
735,JD Cafes Ahmedabad 10,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:18
736,JD Cafes Ahmedabad 11,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:18
737,JD Cafes Ahmedabad 12,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:18
738,JD Cafes Ahmedabad 13,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:18
739,JD Cafes Ahmedabad 14,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:18
740,JD Cafes Ahmedabad 15,Cafes,Ahmedabad,"JD Complex, Ahmedabad",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:18
741,Restaurants Hub Mumbai 1,Restaurants,Mumbai,"1 Main Street, Mumbai",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:21
742,Restaurants Hub Mumbai 2,Restaurants,Mumbai,"2 Main Street, Mumbai",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:21
743,Restaurants Hub Mumbai 3,Restaurants,Mumbai,"3 Main Street, Mumbai",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:21
744,Restaurants Hub Mumbai 4,Restaurants,Mumbai,"4 Main Street, Mumbai",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:21
745,Restaurants Hub Mumbai 5,Restaurants,Mumbai,"5 Main Street, Mumbai",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:21
746,Restaurants Hub Mumbai 6,Restaurants,Mumbai,"6 Main Street, Mumbai",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:21
747,Restaurants Hub Mumbai 7,Restaurants,Mumbai,"7 Main Street, Mumbai",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:21
748,Restaurants Hub Mumbai 8,Restaurants,Mumbai,"8 Main Street, Mumbai",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:21
749,Restaurants Hub Mumbai 9,Restaurants,Mumbai,"9 Main Street, Mumbai",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:21
750,Restaurants Hub Mumbai 10,Restaurants,Mumbai,"10 Main Street, Mumbai",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:21
751,Restaurants Hub Mumbai 11,Restaurants,Mumbai,"11 Main Street, Mumbai",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:21
752,Restaurants Hub Mumbai 12,Restaurants,Mumbai,"12 Main Street, Mumbai",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:21
753,Restaurants Hub Mumbai 13,Restaurants,Mumbai,"13 Main Street, Mumbai",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:21
754,Restaurants Hub Mumbai 14,Restaurants,Mumbai,"14 Main Street, Mumbai",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:21
755,Restaurants Hub Mumbai 15,Restaurants,Mumbai,"15 Main Street, Mumbai",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:21
756,JD Restaurants Mumbai 1,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:21
757,JD Restaurants Mumbai 2,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:21
758,JD Restaurants Mumbai 3,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:21
759,JD Restaurants Mumbai 4,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:21
760,JD Restaurants Mumbai 5,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:21
761,JD Restaurants Mumbai 6,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:21
762,JD Restaurants Mumbai 7,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:21
763,JD Restaurants Mumbai 8,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:21
764,JD Restaurants Mumbai 9,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:21
765,JD Restaurants Mumbai 10,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:21
766,JD Restaurants Mumbai 11,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:21
767,JD Restaurants Mumbai 12,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:21
768,JD Restaurants Mumbai 13,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:21
769,JD Restaurants Mumbai 14,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:21
770,JD Restaurants Mumbai 15,Restaurants,Mumbai,"JD Complex, Mumbai",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:21
771,Adelkars Kitchen,Restaurants,Mumbai,"Goregaon West,                         Mumbai, 400062",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:31:24
772,Awaywegoo,Restaurants,Mumbai,,+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:31:24
773,Paprika Restaurant Multicuisine Hub,Restaurants,Mumbai,"Vasai West,                         Mumbai, 401202",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:31:24
774,Seven Eleven Club,Restaurants,Mumbai,"Mira Road,                         Mumbai, 401107",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:31:24
775,AMRUTRAJ CORPORATE GROUP Conglomerate,Restaurants,Mumbai,"Khar East,                         Mumbai, 400055",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:31:24
776,Shrinath Ice Cream,Restaurants,Mumbai,"Kopar Khairane,                         Mumbai, 400709",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:31:24
777,Chhotu Maharaj - Cine Restaurant,Restaurants,Mumbai,"Andheri West,                         Mumbai, 400053",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:31:24
778,Moti Mahal,Restaurants,Mumbai,"Bandra West,                         Mumbai, 400050",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:31:24
779,Noorani,Restaurants,Mumbai,"Mumbra,                         Mumbai, 400612",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:31:24
780,7 inch shawarma,Restaurants,Mumbai,,+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:31:24
